chr,start,end,length,abs_summit,pileup,separation,fold_enrichment,-LOG10(qvalue),name
19,3310073,3311276,1204,3311103,24.69,0,7.19755,11.28552,p28_peak_604
19,7450657,7451049,393,7450850,23.54,4139381,7.91688,12.15835,p28_peak_609
19,29506459,29506949,491,29506676,16.07,22055410,6.94824,7.77419,p28_peak_613
19,29938225,29938645,421,29938451,24.11,431276,10.21891,16.76319,p28_peak_615
19,41903430,41903801,372,41903593,71.76,11964785,7.54415,34.60385,p28_peak_618
19,44100444,44100848,405,44100627,87.84,2196643,7.81065,43.68867,p28_peak_621
19,51001969,51003332,1364,51002773,30.43,6901121,9.3912,18.42658,p28_peak_623
19,51307812,51308230,419,51308031,101.04,304480,7.84945,51.27039,p28_peak_624
19,54009527,54009944,418,54009727,48.8,2701297,14.35132,39.05384,p28_peak_625
19,54922815,54923123,309,54923045,17.8,912871,6.8262,7.57587,p28_peak_626
20,36156222,36156639,418,36156411,78.65,0,6.71155,34.31974,p28_peak_786
20,56440198,56440533,336,56440355,14.93,20283559,6.48101,5.7697,p28_peak_790
20,59603915,59604341,427,59604105,24.11,3163382,10.21891,16.76319,p28_peak_791
20,61085479,61085890,412,61085708,28.71,1481138,9.07754,16.63119,p28_peak_792
21,28207283,28207708,426,28207477,22.96,0,9.75167,14.39241,p28_peak_799
21,28209722,28210291,570,28209866,13.78,2014,6.01377,4.82751,p28_peak_800
21,28941573,28941985,413,28941770,17.8,731282,7.6491,8.81573,p28_peak_802
21,33156895,33157425,531,33157191,37.32,4214910,9.09925,21.73024,p28_peak_805
21,34144055,34144490,436,34144260,87.84,986630,9.4529,50.76902,p28_peak_806
21,34949824,34950149,326,34949972,23.54,805334,9.24268,14.38293,p28_peak_807
21,37869153,37869586,434,37869358,16.65,2919004,6.13412,6.17075,p28_peak_810
21,39218534,39218823,290,39218721,17.22,1348948,6.0744,6.68868,p28_peak_811
21,40114942,40115387,446,40115166,37.89,896119,15.82575,33.70234,p28_peak_812
21,47400564,47400993,430,47400792,44.78,7285177,6.12741,17.37029,p28_peak_813
22,18360088,18360348,261,18360298,20.09,0,7.03125,9.55099,p28_peak_814
22,23092640,23093029,390,23092836,16.65,4732292,7.18186,7.77419,p28_peak_816
22,24439267,24439521,255,24439317,26.41,1346238,6.91446,11.78439,p28_peak_817
22,25489546,25489998,453,25489776,53.39,1050025,9.06532,30.4212,p28_peak_818
22,25614520,25614924,405,25614729,29.28,124522,12.19962,22.80464,p28_peak_819
22,30214261,30214635,375,30214462,22.39,4599337,8.57097,12.8671,p28_peak_822
22,30987614,30988233,620,30988032,66.02,772979,11.28322,44.54934,p28_peak_824
22,34792353,34792887,535,34792655,75.21,3804120,31.01096,93.0789,p28_peak_826
22,35448229,35448483,255,35448277,16.07,655342,6.94824,7.77419,p28_peak_827
22,37724796,37725367,572,37725146,102.19,2276313,19.66143,94.71431,p28_peak_829
22,40403252,40403784,533,40403556,42.48,2677885,10.87098,28.25396,p28_peak_830
22,43828448,43828857,410,43828648,18.37,3424664,6.45714,7.62287,p28_peak_833
22,44518208,44518651,444,44518437,40.19,689351,13.72916,32.63983,p28_peak_834
22,44695802,44696159,358,44696016,38.47,177151,7.96954,19.67515,p28_peak_835
22,48716013,48716319,307,48716152,14.35,4019854,6.24739,5.7697,p28_peak_837
X,866916,867249,334,867104,15.5,0,6.51848,6.47504,p28_peak_1303
X,1259802,1261026,1225,1259943,20.09,392553,7.08795,9.64749,p28_peak_1304
X,18644642,18645045,404,18644850,26.41,17383616,11.15338,19.2118,p28_peak_1307
X,19496019,19496329,311,19496159,14.93,850974,6.48101,5.7697,p28_peak_1308
X,22227798,22228050,253,22227890,16.07,2731469,6.94824,7.77419,p28_peak_1309
X,25833172,25833658,487,25833412,32.15,3605122,13.48956,26.90819,p28_peak_1310
X,46777184,46777505,322,46777314,16.65,20943526,7.11084,7.68314,p28_peak_1311
X,53039458,53039864,407,53039660,31.58,6261953,8.14397,16.48767,p28_peak_1312
X,53935243,53935536,294,53935410,21.82,895379,7.66669,10.65302,p28_peak_1313
X,54062845,54063255,411,54063041,20.09,127309,7.72948,10.71798,p28_peak_1314
X,79212508,79212901,394,79212701,26.98,25149253,11.387,19.2118,p28_peak_1318
X,88095939,88096286,348,88096108,18.95,8883038,8.11634,9.88672,p28_peak_1319
X,95304039,95304443,405,95304245,21.82,7207753,7.60535,10.55043,p28_peak_1320
X,109940931,109941292,362,109941083,19.52,14636488,8.34996,10.98964,p28_peak_1321
X,124484905,124485330,426,124485126,44.21,14543613,15.06874,37.86631,p28_peak_1322
X,132795452,132795878,427,132795659,37.32,8310122,15.59213,33.70234,p28_peak_1323
X,146129298,146129690,393,146129514,36.17,13333420,12.38958,27.58834,p28_peak_1324
X,151140156,151140557,402,151140357,22.39,5010466,9.51805,14.39241,p28_peak_1325
X,151744795,151745165,371,151744981,18.37,604238,6.45714,7.62287,p28_peak_1326
X,153823858,153824159,302,153824017,16.65,2078693,7.18186,7.77419,p28_peak_1328
