chromosome	start	end	width	peak.location	chip	peak.location.new	target.ensembl.id	target.gene.name	distance.to.gene	Huvec.cFos	Huvec.cFos.ChIP	Huvec.cJun	Huvec.cJun.ChIP	HUVEC_p65_TNF30.all	HUVEC_p65_TNF30.all.ChIP	HUVEC_p65_TNF30.with	HUVEC_p65_TNF30.with.ChIP	HUVEC_p65_TNF30.without	HUVEC_p65_TNF30.without.ChIP	hikackedEnhancers_hg18	hikackedEnhancers_hg18.ChIP
chr12	26158152	26158927	776	26158666	34	26158666	ENSG00000123095	BHLHE41	10447	FALSE	NA	FALSE	NA	TRUE	37	TRUE	37	FALSE	NA	FALSE	NA
chr12	68881805	68883347	1543	68882606	34	68882606	ENSG00000111596	CNOT2	40438	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	56312449	56313362	914	56313173	34	56313173	ENSG00000135454	B4GALNT1	79	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	57033	57801	769	57613	33	57613	ENSG00000120645	IQSEC3	-11303	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	1670281	1671071	791	1670465	33	1670465	ENSG00000006831	ADIPOR2	43	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	32940575	32941525	951	32941013	33	32941013	ENSG00000057294	PKP2	34	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	45052205	45053224	1020	45052390	33	45052390	ENSG00000134294	SLC38A2	8287	FALSE	NA	FALSE	NA	TRUE	23	FALSE	NA	TRUE	23	TRUE	133
chr12	52178823	52179199	377	52179021	33	52179021	ENSG00000139625	MAP3K12	517	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	63849477	63850468	992	63850012	33	63850012	ENSG00000174106	LEMD3	-374	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	118911987	118912564	578	118912186	33	118912186	ENSG00000135127	CCDC64	-155	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	1775485	1775895	411	1775648	33	1775648	ENSG00000166159	LRTM2	24308	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	6289636	6290707	1072	6290317	33	6290317	ENSG00000008323	PLEKHG6	-454	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	46385568	46386237	670	46385877	33	46385877	ENSG00000005175	RPAP3	164	TRUE	60	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	123964872	123965866	995	123965566	33	123965566	ENSG00000150991	UBC	-36	TRUE	49	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	247
chr12	588181	589337	1157	588561	32	588561	ENSG00000177406	AC021054.28	33848	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	2235229	2235586	358	2235396	32	2235396	ENSG00000151067	CACNA1C	-202671	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	6893774	6894394	621	6894024	32	6894024	ENSG00000111674	ENO2	-149	TRUE	36	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	13145223	13145955	733	13145756	32	13145756	ENSG00000111305	GSG1	2130	TRUE	45	TRUE	45	TRUE	50	TRUE	50	FALSE	NA	TRUE	256
chr12	31369619	31370073	455	31369809	32	31369809	ENSG00000139146	FAM60A	577	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	48846910	48847711	802	48847100	32	48847100	ENSG00000139624	LASS5	312	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	88443075	88443486	412	88443266	32	88443266	ENSG00000139323	WDR51B	19426	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	89741802	89742226	425	89742018	32	89742018	ENSG00000196243	C12orf37	114546	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	103133372	103134173	802	103133977	32	103133977	ENSG00000218754	RPL18AP3	49204	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	110340175	110341281	1107	110340456	32	110340456	ENSG00000111252	SH2B3	-12321	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	112793860	112795820	1961	112793999	32	112793999	ENSG00000211425	AC090669.9	77001	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	118282155	118282708	554	118282454	32	118282454	ENSG00000183273	CCDC60	-25554	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	119654116	119655191	1076	119654411	32	119654411	ENSG00000122971	ACADS	-6386	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	121276243	121277214	972	121276879	32	121276879	ENSG00000184047	DIABLO	-327	FALSE	NA	FALSE	NA	TRUE	47	TRUE	47	FALSE	NA	TRUE	130
chr12	123152123	123152903	781	123152564	32	123152564	ENSG00000179195	ZNF664	-128941	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	12769691	12770043	353	12769881	32	12769881	ENSG00000178878	APOLD1	249	FALSE	NA	FALSE	NA	TRUE	29	FALSE	NA	TRUE	29	FALSE	NA
chr12	54868828	54869861	1034	54869327	32	54869327	ENSG00000139613	SMARCC2	291	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	65949417	65950423	1007	65949609	32	65949609	ENSG00000111530	CAND1	-183	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	75477118	75477911	794	75477491	32	75477491	ENSG00000091039	OSBPL8	229	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	75983022	75984098	1077	75983694	32	75983694	ENSG00000165891	E2F7	-203	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	119647785	119648421	637	119648105	32	119648105	ENSG00000122971	ACADS	-80	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	120322425	120322985	561	120322692	32	120322692	ENSG00000170633	RNF34	-388	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	7916521	7917327	807	7916705	31	7916705	ENSG00000173262	SLC2A14	57	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	47012143	47013474	1332	47012745	31	47012745	ENSG00000187166	H1FNT	-3715	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	50527950	50529690	1741	50528626	31	50528626	ENSG00000205432	FIGNL2	-26144	FALSE	NA	FALSE	NA	TRUE	32	TRUE	32	FALSE	NA	FALSE	NA
chr12	55643593	55644124	532	55643884	31	55643884	ENSG00000139547	RDH16	-6199	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	97374756	97375310	555	97374988	31	97374988	ENSG00000201296	U4	-39041	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	103375819	103376221	403	103376029	31	103376029	ENSG00000171310	CHST11	-1123	FALSE	NA	FALSE	NA	TRUE	23	TRUE	23	FALSE	NA	FALSE	NA
chr12	103904156	103904750	595	103904483	31	103904483	ENSG00000151131	C12orf45	-255	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	117168136	117168600	465	117168405	31	117168405	ENSG00000221280	AC026366.20	-79418	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	119506429	119507561	1133	119506764	31	119506764	ENSG00000167272	POP5	-3180	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	120734141	120734832	692	120734481	31	120734481	ENSG00000139718	SETD1B	7279	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	122652168	122652877	710	122652479	31	122652479	ENSG00000111364	DDX55	146	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	130944830	130945879	1050	130945056	31	130945056	ENSG00000177169	ULK1	176	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	6363321	6364276	956	6363733	31	6363733	ENSG00000111321	LTBR	-138	FALSE	NA	FALSE	NA	TRUE	24	FALSE	NA	TRUE	24	TRUE	55
chr12	65748910	65749926	1017	65749709	31	65749709	ENSG00000111530	CAND1	199717	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	94865134	94866572	1439	94865807	31	94865807	ENSG00000139344	AMDHD1	-4605	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	110644943	110646159	1217	110645415	31	110645415	ENSG00000111271	ACAD10	-37130	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	54687487	54688070	584	54687672	31	54687672	ENSG00000139531	SUOX	-10362	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	4010328	4011003	676	4010804	30	4010804	ENSG00000111224	PARP11	-157941	TRUE	30	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	5924467	5925034	568	5924705	30	5924705	ENSG00000047617	ANO2	954	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	6846618	6847692	1075	6847343	30	6847343	ENSG00000111669	TPI1	-799	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	6870432	6870930	499	6870628	30	6870628	ENSG00000215030	RPL13P5	-7207	TRUE	23	FALSE	NA	TRUE	20	FALSE	NA	TRUE	20	TRUE	48
chr12	50631429	50632104	676	50631848	30	50631848	ENSG00000135503	ACVR1B	-95	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	74764064	74764717	654	74764259	30	74764259	ENSG00000187109	NAP1L1	458	TRUE	23	FALSE	NA	TRUE	30	TRUE	30	FALSE	NA	TRUE	157
chr12	88271257	88272353	1097	88271875	30	88271875	ENSG00000139318	DUSP6	-1448	TRUE	25	FALSE	NA	TRUE	39	TRUE	39	FALSE	NA	TRUE	161
chr12	97562314	97563710	1397	97562943	30	97562943	ENSG00000166130	AC013283.23-2	-80	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	97663497	97664012	516	97663813	30	97663813	ENSG00000120868	APAF1	-100604	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	99491333	99491769	437	99491564	30	99491564	ENSG00000139354	GAS2L3	21205	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	106236247	106236841	595	106236419	30	106236419	ENSG00000151136	BTBD11	429	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	123345201	123346373	1173	123345477	30	123345477	ENSG00000178882	FAM101A	-5814	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	131239922	131241229	1308	131240313	30	131240313	ENSG00000184967	NOC4L	-45367	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	8062078	8062809	732	8062516	30	8062516	ENSG00000215005	AC006511.5-1	-797	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr12	122414484	122415503	1020	122414969	30	122414969	ENSG00000139697	SBNO1	-14028	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	108874381	108874810	430	108874618	75	108874618	ENSG00000222110	AL161431.28	-250522	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	26029575	26030765	1191	26029971	69	26029971	ENSG00000132970	WASF3	-131	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	36391621	36392871	1251	36392537	68	36392537	ENSG00000120693	SMAD9	-162	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	114097649	114098623	975	114098211	68	114098211	ENSG00000198824	C13orf8	-121	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	112391677	112393270	1594	112392254	67	112392254	ENSG00000068650	ATP11A	390	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	20374591	20375415	825	20375067	66	20375067	ENSG00000132953	XPO4	-118	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	49263907	49265110	1204	49264436	66	49264436	ENSG00000102753	KPNA3	622	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	97426144	97427623	1480	97426795	64	97426795	ENSG00000217677	RP11-383H17.3	10676	TRUE	34	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	40261298	40262187	890	40261629	64	40261629	ENSG00000102743	SLC25A15	-32	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	94750956	94752256	1301	94751817	63	94751817	ENSG00000125257	ABCC4	-129	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	19429596	19431636	2041	19431283	62	19431283	ENSG00000121741	ZMYM2	-473	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	50923633	50925130	1498	50924469	61	50924469	ENSG00000102786	INTS6	807	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	90797478	90799426	1949	90799181	61	90799181	ENSG00000215417	MIRHG1	-1106	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	112999088	113000123	1036	112999687	60	112999687	ENSG00000185896	LAMP1	-217	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	26642920	26644517	1598	26643351	59	26643351	ENSG00000152484	USP12	530	FALSE	NA	FALSE	NA	TRUE	42	TRUE	42	FALSE	NA	FALSE	NA
chr13	27965965	27967741	1777	27967078	59	27967078	ENSG00000102755	FLT1	187	FALSE	NA	FALSE	NA	TRUE	21	TRUE	21	FALSE	NA	FALSE	NA
chr13	100124254	100125867	1614	100125037	59	100125037	ENSG00000125247	TMTC4	134	TRUE	40	TRUE	37	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	47705001	47705920	920	47705477	59	47705477	ENSG00000136156	ITM2B	-168	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	29586776	29587371	596	29587173	58	29587173	ENSG00000209486	AL356750.16-1	166729	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	76357460	76359065	1606	76357845	58	76357845	ENSG00000178695	KCTD12	696	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	78877783	78878326	544	78878017	57	78878017	ENSG00000139746	RBM26	-93	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	97592639	97594383	1745	97593391	56	97593391	ENSG00000152767	FARP1	44	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	100038601	100039480	880	100038986	56	100038986	ENSG00000134864	A2LD1	61	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	113192282	113194085	1804	113192941	56	113192941	ENSG00000150401	DCUN1D2	83	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	110364382	110366272	1891	110364881	56	110364881	ENSG00000088448	ANKRD10	536	FALSE	NA	FALSE	NA	TRUE	24	TRUE	24	FALSE	NA	TRUE	112
chr13	40136051	40139759	3709	40138178	55	40138178	ENSG00000150907	FOXO1A	556	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	110156023	110156734	712	110156320	55	110156320	ENSG00000134905	CARS2	144	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	27093501	27094339	839	27093858	54	27093858	ENSG00000186184	POLR1D	-955	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	73605894	73608008	2115	73607168	54	73607168	ENSG00000118922	KLF12	-1101	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	109232297	109238212	5916	109234969	54	109234969	ENSG00000185950	IRS2	1947	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	32058213	32059130	918	32058932	52	32058932	ENSG00000083642	PDS5B	-368	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	113651468	113652279	812	113651819	52	113651819	ENSG00000184497	FAM70B	54	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	44048435	44050086	1652	44048891	52	44048891	ENSG00000102804	TSC22D1	-190	TRUE	20	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	20175050	20176847	1798	20176171	51	20176171	ENSG00000172458	IL17D	-692	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	22847019	22848074	1056	22847531	51	22847531	ENSG00000220840	RP11-40O20.4	-1969	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	49163132	49163942	811	49163506	51	49163506	ENSG00000123179	EBPL	106	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	52072172	52072825	654	52072484	51	52072484	ENSG00000139675	HNRNPA1L2	17122	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	72530831	72532039	1209	72531642	51	72531642	ENSG00000102554	KLF5	-711	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	76498429	76499728	1300	76498778	51	76498778	ENSG00000005812	FBXL3	508	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	99431448	99433056	1609	99431647	51	99431647	ENSG00000043355	ZIC2	405	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	29936485	29937405	921	29936731	51	29936731	ENSG00000169697	RP11-223E19.1	-36603	TRUE	21	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	30671799	30673036	1238	30672117	51	30672117	ENSG00000187676	B3GALTL	-5	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	77169411	77171066	1656	77169959	51	77169959	ENSG00000139737	SLAIN1	91	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	20532371	20534022	1652	20532755	50	20532755	ENSG00000150457	LATS2	921	TRUE	20	FALSE	NA	TRUE	25	TRUE	25	FALSE	NA	FALSE	NA
chr13	27091968	27093397	1430	27092511	50	27092511	ENSG00000139517	LNX2	209	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	29066786	29068232	1447	29067444	50	29067444	ENSG00000139514	SLC7A1	277	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	112910438	112912652	2215	112912107	50	112912107	ENSG00000139842	CUL4A	-956	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	113546563	113548201	1639	113547061	50	113547061	ENSG00000183087	GAS6	-142	FALSE	NA	FALSE	NA	TRUE	42	FALSE	NA	TRUE	42	FALSE	NA
chr13	113915140	113916738	1599	113916097	50	113916097	ENSG00000185989	RASA3	100	TRUE	25	FALSE	NA	TRUE	79	TRUE	79	FALSE	NA	TRUE	142
chr13	99430425	99431444	1020	99430756	50	99430756	ENSG00000043355	ZIC2	1296	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	19997557	19998306	750	19997918	49	19997918	ENSG00000165475	CRYL1	94	TRUE	49	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	100866005	100867024	1020	100866770	49	100866770	ENSG00000102452	VGCNL1	44	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	34414336	34415276	941	34414755	48	34414755	ENSG00000172915	NBEA	-299	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	36471240	36471678	439	36471487	48	36471487	ENSG00000120697	ALG5	-10	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	109763640	109764043	404	109763864	48	109763864	ENSG00000134871	COL4A2	-6249	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	31899208	31900248	1041	31899962	47	31899962	ENSG00000139597	N4BP2L1	353	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	102047126	102048102	977	102047595	47	102047595	ENSG00000134900	TPP2	-221	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	110603496	110604501	1006	110604218	47	110604218	ENSG00000102606	ARHGEF7	-38435	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	50694049	50695048	1000	50694582	47	50694582	ENSG00000150510	FAM124A	-26	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	21075828	21076503	676	21076199	46	21076199	ENSG00000165487	EFHA1	110	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	21145713	21146831	1119	21145908	46	21145908	ENSG00000102678	FGF9	-2693	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	31318503	31319390	888	31318787	46	31318787	ENSG00000133105	RXFP2	-107113	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	51275724	51276580	857	51276138	46	51276138	ENSG00000102796	DHRS12	156	FALSE	NA	FALSE	NA	TRUE	21	TRUE	21	FALSE	NA	TRUE	149
chr13	98026329	98027929	1601	98026999	46	98026999	ENSG00000102572	STK24	398	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	30378132	30379121	990	30378521	45	30378521	ENSG00000102802	C13orf33	-193	TRUE	24	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	50925191	50926062	872	50925742	45	50925742	ENSG00000102786	INTS6	-466	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	79812945	79813820	876	79813623	45	79813623	ENSG00000136158	SPRY2	-536	TRUE	34	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	105984483	105986791	2309	105985756	45	105985756	ENSG00000125266	EFNB2	-418	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	106017640	106018571	932	106017832	45	106017832	ENSG00000134884	ARGLU1	681	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	113982500	113983873	1374	113983254	45	113983254	ENSG00000130177	CDC16	35210	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	41512138	41513610	1473	41512795	45	41512795	ENSG00000102780	DGKH	8094	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	95094058	95094971	914	95094651	45	95094651	ENSG00000134874	DZIP1	307	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	28291607	28292663	1057	28292080	44	28292080	ENSG00000220482	RP11-161P17.1	-41385	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	30146100	30146656	557	30146335	44	30146335	ENSG00000132952	USPL1	-56415	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	95540232	95541895	1664	95541292	44	95541292	ENSG00000185352	HS6ST3	-198	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	100904000	100904578	579	100904263	44	100904263	ENSG00000198542	ITGBL1	-1296	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	102248998	102251203	2206	102250852	44	102250852	ENSG00000134897	BIVM	-1452	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	59869051	59870112	1062	59869623	44	59869623	ENSG00000083544	TDRD3	-1031	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	78075042	78076163	1122	78075591	44	78075591	ENSG00000152192	POU4F1	105	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	29937524	29938050	527	29937798	43	29937798	ENSG00000169697	RP11-223E19.1	-37670	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	49596111	49598598	2488	49597550	43	49597550	ENSG00000214359	AL137060.13	-26010	TRUE	26	TRUE	55	TRUE	22	TRUE	22	FALSE	NA	FALSE	NA
chr13	109756768	109757954	1187	109757756	43	109757756	ENSG00000134871	COL4A2	-141	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	110065825	110066880	1056	110066238	43	110066238	ENSG00000213995	CARKD	-356	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr13	114064699	114065739	1041	114064994	43	114064994	ENSG00000169062	UPF3A	186	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
